Method,Name,Error,Occurrences
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/37079e49-d41f-4c8d-beb2-c279def5f5cf/addresses/9c02b4ab-26c2-4cc3-8fff-8cd0f9c98b87 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2875ea9d30>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/4886bb01-9345-489c-845a-117b19bd6318/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877142880>: Failed to establish a new connection: [Errno 111] Connection refused'))",13
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/66f17baf-8e5c-4cec-82b6-7dec319d22a3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a730df40>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/ffadb711-ebaf-474e-96f5-e57cc004953b (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289cd20a90>: Failed to establish a new connection: [Errno 111] Connection refused'))",38
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"('Connection aborted.', OSError(0, 'Error'))",103
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/443dee45-7641-4390-bcd0-f33e8741bf2c/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d4e0f40>: Failed to establish a new connection: [Errno 111] Connection refused'))",279
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/4f57f4a5-47eb-437d-adb1-4022668566fc/addresses/e0ba4b55-a0e0-42cd-a0a1-8810db84b421 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289e5f8cd0>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/ba357a3e-e6c4-4ca4-b80b-8b26501e44bf/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a40db790>: Failed to establish a new connection: [Errno 110] Connection timed out'))",9
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/97745e20-5da5-4bbc-88af-46c7bacad322/agents/383033dd-b65f-491e-a302-e0b4fe2331cf (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2889aedf70>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/7fc8c668-068c-43f6-9a1b-4929f510ab7e/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289dab1130>: Failed to establish a new connection: [Errno 110] Connection timed out'))",5
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/99878568-7664-4bdd-9972-653f12fce1ad (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288bf96ca0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/c30e9463-6674-403b-87ba-6a3f7df66acd/agents/66ed98e8-b892-474f-b5ad-2a6093b393bf (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888f180d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",13
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/ae5df8cc-1dbe-48b8-8c80-36ac63c25cc7/addresses/ddea4cf9-3ef7-4ae9-8769-8a3822aaefab (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289cf8c3a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/5cfadd44-c0f3-4f12-872e-a4365fc3522f/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888900b50>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/8a062dd7-5de8-497b-80c1-d83cf094fe1e/agents/3efef1e7-d332-4cfa-ae04-871fb4a0ed5e (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28769a1910>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/bacee3d8-e90f-4e73-a354-3b6b256bd51a/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28888619a0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/c8d3984d-e281-423a-b547-d1d2338187b6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2889736910>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/f62e3f26-0e4d-4b06-9d49-6b4490fb821b/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d9a3100>: Failed to establish a new connection: [Errno 111] Connection refused'))",72
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/35b29d2e-61d1-42ea-964f-f9b33e6ac192/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f287651b8e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/0b7995b7-d383-46f0-9743-94d175afb5cb/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289fce7400>: Failed to establish a new connection: [Errno 111] Connection refused'))",36
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/73eae851-28a5-43e2-9d67-4de045890a21/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28763023a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",76
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/8efb4b17-26b5-4ec1-a5c5-9329ad86fdbc/addresses/c2acc945-d9a3-4915-b8de-265277b8dca8 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a5490af0>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/21430d5f-3b11-4367-b6c7-90c490eb5059 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28884e93d0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/b3ea347a-8354-47ce-9729-c6120b243d67 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289cc52d00>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/54eb06c6-0e22-455b-abcd-359e956ebad1/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28765a7490>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/630315e6-1006-4bd6-b04d-5d9767c17e19/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288bf57490>: Failed to establish a new connection: [Errno 111] Connection refused'))",12
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/def381f9-8ecf-4c58-b1e1-ecca0c7fba3a (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289e9ba310>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/1a591b0f-f1ee-4812-88e9-fda7ff9503e6/addresses/8a30e4b6-c47a-41b6-85ff-4b5715892b05 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2889ab7190>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/908c403a-a252-4083-849c-31043082495e/addresses/34f1738f-020d-408d-aa1b-19afe0ef697f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d6c54f0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/5212fcf5-eed1-4668-880d-85078fce1a08/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877c9c7c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/1fe46d45-2a0c-4be9-8d9a-f85d76bb7e6a/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289db383d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/4a9e2fc7-2fc5-4886-b1fb-1198bcb1f9d5 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289c09fd00>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/484a99af-c84d-410e-b4d5-c0fb38300979 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28769a1e80>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d50b7103-a036-4ad9-ba86-d4d03223e609/addresses/1be95c02-dd78-45e6-813a-a4cab46272db (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28891a9e20>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/4f25dd82-2fbe-48be-a409-4d9cf18a018f/addresses/023f2355-893a-42a7-9016-2065b1b239c4 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289dad25e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/2a07ff6c-a475-4ff7-998e-1d5b43761ca1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289fd592e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/c0a328b1-c260-4801-a561-e97aac8d7d96/agents/a93deca0-4de7-41b8-9508-6fb3fa7e0c41 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d8dcd90>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/d95202fe-285b-46f2-85c1-f04aa54345a2/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f287672e460>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/70dbc50a-0800-4648-afff-7c8e7764dd93/addresses/278644e2-340f-4ad5-83f3-bdd9d9867703 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28772f10a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/cb63dc5c-f771-4a39-a84b-ea0f84ef6d52/addresses/974e3091-38fb-40b3-901a-8f4b80d688ec (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28893a97c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/9cdafdf0-3c7b-4340-96c8-2eb740cf46b5 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d014640>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/b35ee3b1-d85a-45de-a3cf-dec7097ec721 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877daf1c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/5208167a-d057-423d-b108-f423d02e5645 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a4fa9520>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/307a2bd4-c6a4-4762-a492-50191a66a12c/addresses/56e4a81f-06f1-4f5e-b15a-7c1403ed359e (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876dcf5e0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d8c4d647-c5a3-4e28-9b8c-e70f335772b5/addresses/27f2b61d-7cd1-48e7-b99b-a03a0a2f809d (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289cebe6d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/e10fc54f-e69f-4330-801e-db3bd1a470d3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2889172970>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/40f28dd5-e07e-460a-b549-7faa99875c33/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289cd35fa0>: Failed to establish a new connection: [Errno 111] Connection refused'))",32
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/eba7f90a-82d5-4601-a244-71edc989517a/addresses/b8c74a2b-bc2d-426f-bcfb-253e42684ee3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877df2cd0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/1b5ec4aa-8fe7-4248-93c3-330b1e489eef (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2889394160>: Failed to establish a new connection: [Errno 111] Connection refused'))",118
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/14645cb5-1f74-44b4-8168-0999108b657e/addresses/cbe8049f-03e7-4331-85ce-ae27627ba392 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2875fd2790>: Failed to establish a new connection: [Errno 111] Connection refused'))",20
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/031117f0-3c63-43c6-bccf-47eedd0488d8/addresses/2f8e9d92-9cfc-4260-b4c2-b5e0e3e82ed3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a5173f40>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/559b09fd-6f6d-44d1-9e67-5e4929d77ab0/addresses/2bdac052-cc52-4605-a222-93e0db9c05ab (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28884c42b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/1768ba28-5268-461e-a1f7-5896324fdab4/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28892c3040>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/da800323-55fd-4b82-bdcc-ccbbd2cd119f/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f287774ab80>: Failed to establish a new connection: [Errno 111] Connection refused'))",24
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/ba4fd0f9-b611-49ac-95b1-7bfdc05f9366/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876841850>: Failed to establish a new connection: [Errno 111] Connection refused'))",17
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/982f92d4-6435-4c2c-8071-157c392a4cbc/addresses/3126aaf6-28e6-4f49-967f-0e36a08cd24f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289c0c6a60>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/487ba7d4-1426-4920-a96c-42ad0cedf96c/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876c2fbe0>: Failed to establish a new connection: [Errno 111] Connection refused'))",10
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/ccc33a46-ba35-497f-81c1-23a703131367 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28770a5bb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/79ee0692-395f-48e4-81cf-47d1f269e9df/addresses/058cdcf2-8028-4305-b1e5-db53ef103449 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d94eac0>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/d6148161-714f-4bf3-9ad3-c33dfaadfdbb (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888478bb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/92249ba4-bb54-4554-967a-80eed005dfa2/addresses/f979bc22-9651-46ca-9231-4e07a52692a7 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877d1e370>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/7fa1194d-d3d2-47d3-9d6d-81cea0c8e492/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28768c0fd0>: Failed to establish a new connection: [Errno 111] Connection refused'))",20
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,500 Server Error: Internal Server Error for url: /support/v1/mto-shipments/{mtoShipmentID}/status,108
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/4f0a6400-3310-47cd-aa9b-cb730b3f78ee (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876bcfd00>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/6a94fc3f-d711-4cf0-a5cb-0efab708144a (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f287679a3a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/2f9404f9-622a-453a-9cdb-f41758a43d94/agents/786fe080-8d8c-492f-ad4e-d508fd72d540 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289e979160>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/2805cea8-9e5c-4dfd-b5f6-44c3e13961ec/agents/aa06c5b5-d8e8-419a-b334-ef85c6e7cfeb (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289c313160>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/2ede32b3-acdc-44f1-a840-55a97a5b3094/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a730d1f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/6b7a8774-cab9-4705-8681-96430e0c0cfb (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28768414f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/32784d22-ddf5-43ff-9556-54f70a2d322c/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888b11700>: Failed to establish a new connection: [Errno 111] Connection refused'))",22
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/b4ad5fca-0f1c-46f5-a3ae-8a236c4fcce9/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289ce98d30>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
