Method,Name,Error,Occurrences
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/af94ab41-6fd8-4ba2-91ba-b70032cb74e4/agents/41d94419-adc6-4487-9494-4e5b85cf4ee8 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28883cb1c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
POST,/prime/v1/payment-requests,500 Server Error: Internal Server Error for url: https://api.exp.move.mil/prime/v1/payment-requests,1419
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/957fb482-f5ea-4f6d-9796-6af8f37367ce (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289cdd6730>: Failed to establish a new connection: [Errno 111] Connection refused'))",16
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/0b93a8d3-568b-4691-bcc2-c5e903cbcf13 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289e7e3130>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/f744d9c3-1dc5-42c8-ae81-d532d81e983d/addresses/4699ba22-bc0c-47b7-bc11-70970780c3f3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28768bb2e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",9
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/f70e8d40-d0d8-4d47-b54c-abf0e305b3be/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877b020a0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/18445e4d-beee-4f28-b10a-18f7b2388d58/agents/4e5df3d0-bd30-4d6f-85c1-44665500ac9b (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877f96e20>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/f1b8e9e1-5341-477c-8bb8-3468b96e278a (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289e5c8160>: Failed to establish a new connection: [Errno 110] Connection timed out'))",56
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/10dc0ced-8483-4959-b80c-fbbca25666b5/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289db23850>: Failed to establish a new connection: [Errno 111] Connection refused'))",9
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/3b7eca92-851e-4cc9-aa9b-04035b57ecca (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289e8e9a00>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/7fc8c668-068c-43f6-9a1b-4929f510ab7e/agents/e089a866-f773-43f9-815f-5b5da34ca664 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2889b47e50>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/3e04578e-da7c-48e0-8ff8-e03efdd0fef8/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289fba1880>: Failed to establish a new connection: [Errno 110] Connection timed out'))",6
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/413e81b3-4788-4d24-9ff2-82166747bab0/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a738aac0>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/38be584d-3f5b-4f8e-a25a-6a3538d0a402/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288bd72a30>: Failed to establish a new connection: [Errno 111] Connection refused'))",24
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/8b3f0b5e-1059-415d-ab85-ff85ae9f18de/addresses/92dae0bb-0dd5-411c-aebc-624429898aad (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2889162eb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/ee41c001-04c6-4b5b-9033-b6806d1098be/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289c08f940>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/6029ad81-bcff-424a-805a-3d1ae8a573d5 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a5152580>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/c0436dfc-960b-4b22-8a0b-7b5e1d71a8f3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28767d3ca0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/b4a223a5-daf5-4d8b-8e72-934abeac8b14/agents/9115e65c-7f47-44d5-bccb-041986539272 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d4e0c70>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/0fe037dd-2d8e-477a-a2b2-88678b9dde2c (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289c272a60>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/d63491e0-1e0d-4c10-82f7-a5faff6c0377/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28887b0f40>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/ef5c7e2f-155a-4a39-be82-403008e4153d/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289da9c130>: Failed to establish a new connection: [Errno 111] Connection refused'))",76
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/f1979502-9484-4f8a-8416-a76c4c6ac326/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f287676aa90>: Failed to establish a new connection: [Errno 111] Connection refused'))",19
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/89d1f8c7-68dd-421c-81db-320f9b00b9b2/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877cefeb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",38
PATCH,/prime/v1/mto-service-items/{mtoServiceItemID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-service-items/ed8a3e8c-0bdd-4efa-b97a-82177e6a2172 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f287727b8b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",11
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/94e63e27-04d6-4c99-a21b-85f3dfd93a94 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888c1b370>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/0b7995b7-d383-46f0-9743-94d175afb5cb (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d5fa340>: Failed to establish a new connection: [Errno 111] Connection refused'))",51
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/299dc44b-75fd-4dd1-b5f9-80b17a07cdfc/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a5071610>: Failed to establish a new connection: [Errno 111] Connection refused'))",28
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/18fda576-b716-4d81-bc6f-8ea2e51569d7 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888b0f970>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
POST,/support/v1/move-task-orders,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a4068d90>: Failed to establish a new connection: [Errno 111] Connection refused'))",4597
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/bc5f2b1d-490e-43a7-949b-cd73b17c40dc (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289c363910>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/db09517d-5eec-434e-8ef3-b0762de691a0/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288852f730>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/504465e9-bd2d-4393-89b1-fd754b525ba2/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28769cc2e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},412 Client Error: Precondition Failed for url: /prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},1052
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/6e4ef03d-74fc-438c-9d91-f21b8838b93d/agents/873cdea7-90fb-4095-9691-0e44b41ab4f1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28891cfaf0>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/ba4fd0f9-b611-49ac-95b1-7bfdc05f9366/addresses/688fedeb-7ee7-4075-814e-d88875e81027 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2875fc1f70>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/c4305b91-92ea-4d0b-a4fa-086ff00caddf (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d064340>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/841d6ce3-3a4a-4e24-ba80-b882bc8a9476/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288906d250>: Failed to establish a new connection: [Errno 111] Connection refused'))",84
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/b3fb8817-a8ca-486d-a4e0-f90785e97c1e/addresses/3bf9ffdd-94b1-40e1-987c-1ef7694e8765 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877cbb880>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/91626cc5-e40a-49c1-91bd-2946f73db32c (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877dccb50>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/5a91ed6f-3121-4258-8d72-f133c34f37e3/addresses/ec21ae7c-096a-45cf-b6e0-1e4bf7e9dc33 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d4e0fd0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/00d4f34c-4568-48db-a5ea-376c8c8a9eca (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d9ec940>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/4e544f35-f337-497b-bb28-ae79eb8e5665/addresses/9fee3843-66af-4d0b-993c-e66f0d464b85 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289e8cc430>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/841d6ce3-3a4a-4e24-ba80-b882bc8a9476/addresses/1e314b45-2a4a-42c1-85f4-b9dc1cf7c4ba (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876121a60>: Failed to establish a new connection: [Errno 111] Connection refused'))",25
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/8b3f0b5e-1059-415d-ab85-ff85ae9f18de/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288909f3a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
