Method,Name,Error,Occurrences
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d0efc51a-6311-4be6-af06-5b53685bd038/agents/5e20478a-724b-46fb-a63d-b0eeae5dbb09 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0c238eb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/7a0ccfe4-12e7-4df0-b543-57a27998f7b5/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af17d2550>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PATCH,/prime/v1/mto-service-items/{mtoServiceItemID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-service-items/115c0bff-621d-4209-a652-501fb5242852 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af16eafd0>: Failed to establish a new connection: [Errno 111] Connection refused'))",8
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/9c490180-9370-430a-8296-c4a4211fe7b3/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af05a6b50>: Failed to establish a new connection: [Errno 111] Connection refused'))",15
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/8f89d443-fdab-4074-9333-5859592620d7/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0769d490>: Failed to establish a new connection: [Errno 111] Connection refused'))",8
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/fec1e2ea-6712-4561-b159-b4bd6ed1a54c (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0c1d5dc0>: Failed to establish a new connection: [Errno 111] Connection refused'))",22
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/880089d8-2501-4e8c-8ebc-3fe5d17065d4 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05c37af0>: Failed to establish a new connection: [Errno 111] Connection refused'))",11
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/708749d2-a4c4-4898-b520-ffe1d40e68d0/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af17b66a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",8
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/fe19d6ef-f88c-4d1a-bc63-9e55edc87077/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06c71f10>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/8f4cdba4-328d-4d28-86bc-0d979d674e72 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0650e850>: Failed to establish a new connection: [Errno 111] Connection refused'))",23
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d2ee5250-af37-4aeb-9de0-4db195b8848c/addresses/eb5ea272-ec7b-4c1c-a975-9bcdb47a68a6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06202e80>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/d06be23b-0043-48da-aee5-698e9af07afa/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b04088310>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/289aefa2-712b-43c9-9372-abb163cc62e5/agents/bb76a969-12f0-4bb7-aa46-6020d50eea08 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af16be670>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/8a357c6c-0967-4ded-ad2c-6bf11dca2449/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05b56250>: Failed to establish a new connection: [Errno 111] Connection refused'))",50
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/87eed891-41c6-4ad8-94bb-c3f7b134c01d (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b074bedf0>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/bd176c15-6e4a-4872-a968-066deb5e9145/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af060e730>: Failed to establish a new connection: [Errno 111] Connection refused'))",11
GET,/prime/v1/move-task-orders,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",735
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/854b6395-f33d-48fb-b82e-4f2de62ae0e1/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05c20880>: Failed to establish a new connection: [Errno 111] Connection refused'))",19
PATCH,/support/v1/move-task-orders/{moveTaskOrderID}/available-to-prime,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",983
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/0273f24d-8b46-4bf5-a9b0-8b4dd9938c5d (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07dcdb50>: Failed to establish a new connection: [Errno 111] Connection refused'))",38
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/9a6baf15-5f6f-419c-a22c-1a0c6ca353aa/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0c3a4f40>: Failed to establish a new connection: [Errno 111] Connection refused'))",24
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/c27cf702-5b92-4b42-a765-9516b40b350f/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0292e80>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/7fd4a61f-0d4b-4e3c-8372-41b3898e8964 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af17b0fa0>: Failed to establish a new connection: [Errno 111] Connection refused'))",29
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/7b27f791-3805-4c74-9dd7-c27413355178/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b062e8880>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/b6ccd4fd-3426-4bec-a918-dde42321d719 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040e2610>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/3c55ac2e-0c25-405b-aec0-29f938136be0/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06278220>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/bd28458c-d88b-4267-8b4a-da73a62ba75a/addresses/56709e81-d122-437b-af32-def66215cf4e (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06d9ee80>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/9684d461-7f91-4975-97a0-eb52be8f49c6/addresses/7e3a003d-d0ad-44fb-9cce-039601605a0f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af13b07f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/2253c5e6-10b4-489f-87ac-bfab87435264/addresses/00fa2a6a-0924-403d-b696-1a2b71795cc1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0c489b50>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/ae2b64d1-5cf9-4f44-9945-15fffc060d73/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af16da970>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/7011b591-c8f4-4f0a-b034-fa64626b8e81 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0403f8e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",39
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/e2473886-2709-41ce-a35b-d24165c4a577/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07bdba90>: Failed to establish a new connection: [Errno 111] Connection refused'))",14
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/dde18149-1456-44e2-bd81-8db60907fd57/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06397760>: Failed to establish a new connection: [Errno 111] Connection refused'))",14
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,412 Client Error: Precondition Failed for url: /prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,203
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/0273f24d-8b46-4bf5-a9b0-8b4dd9938c5d/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07aa2220>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PATCH,/prime/v1/mto-service-items/{mtoServiceItemID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-service-items/c4513d09-cc08-4c3e-9c2f-2a9cb512f531 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af15ed460>: Failed to establish a new connection: [Errno 110] Connection timed out'))",4
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/7fd4a61f-0d4b-4e3c-8372-41b3898e8964/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b072bf310>: Failed to establish a new connection: [Errno 111] Connection refused'))",16
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/a4e873d5-feda-46b1-afd4-7987977a98ab/agents/bb455788-30ec-4407-8051-52dd72be9bb1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af14c56d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/df498eee-dd8c-4ec2-a402-bbf2e74e841e/addresses/8e1ca68a-a5ca-447a-946e-f968a815d938 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af171beb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/804d56c0-59ef-43b7-b8a5-6a14dba55fa5/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0689ad00>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/e580a107-80a5-42b9-a6f9-3896107b6215/agents/44406c3e-dfb4-414b-a4ee-53b3a9cb5a58 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0413b0a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/cd387841-9baf-4c95-bdf8-694cdf9c0713/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af15384f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",46
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/48e86228-b178-494c-834d-15fe0131052f/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0c0662e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/880089d8-2501-4e8c-8ebc-3fe5d17065d4/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af06466d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",21
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/8a357c6c-0967-4ded-ad2c-6bf11dca2449/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af1528850>: Failed to establish a new connection: [Errno 111] Connection refused'))",24
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/3b7eca92-851e-4cc9-aa9b-04035b57ecca/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07102d30>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/0273f24d-8b46-4bf5-a9b0-8b4dd9938c5d/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07a6aa00>: Failed to establish a new connection: [Errno 111] Connection refused'))",22
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/548e07c3-bbcf-448d-af2a-8749430c9b83/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af164cdf0>: Failed to establish a new connection: [Errno 111] Connection refused'))",22
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/0ddda7df-5623-4bd5-b4d7-cf9a45ed7eb2/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b076bd070>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/c594460c-9a6c-42aa-bd8e-f8461491ad2a/agents/69a92588-79f8-4f97-8412-3eb5c8c1ac64 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0716e6d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/8a357c6c-0967-4ded-ad2c-6bf11dca2449/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05efbbb0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"('Connection aborted.', OSError(0, 'Error'))",25
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/ae2b64d1-5cf9-4f44-9945-15fffc060d73/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05a00f70>: Failed to establish a new connection: [Errno 111] Connection refused'))",30
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/afd8a3c1-607f-4e9c-9ef1-825f9cc4ab87/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05edfd90>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/ff9d839a-5723-461e-90b0-f60229ac3dbc/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af1482eb0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/fe19d6ef-f88c-4d1a-bc63-9e55edc87077/addresses/fbac3a65-8173-4e7f-acfd-2984e06b6e12 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b062b85b0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/fec1e2ea-6712-4561-b159-b4bd6ed1a54c/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07e25f10>: Failed to establish a new connection: [Errno 110] Connection timed out'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/9684d461-7f91-4975-97a0-eb52be8f49c6/agents/297d8865-781c-401d-9a07-12eb2aaa04cf (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0fb4040>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/708749d2-a4c4-4898-b520-ffe1d40e68d0/addresses/6993f9b5-23a6-4324-95c5-9c5f530e6cb0 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b072f8bb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/8274f0f3-4f28-4d95-80f5-f567257f7446/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b067bd160>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/c0776cbb-5853-4011-afad-8adeb8bf5377 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05f286a0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/b76c8c8a-7dc0-4b2a-a283-19e2f2d04220/addresses/97c12c3b-b5e2-4e6f-8433-7ad57e81dced (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05d79100>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/9a6baf15-5f6f-419c-a22c-1a0c6ca353aa/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af15df760>: Failed to establish a new connection: [Errno 111] Connection refused'))",38
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/4d482237-8048-47ef-90db-77caa0eea199/addresses/9cc6e101-a0e7-4bea-bccb-5e2c0e73a65e (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af16da250>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/fe19d6ef-f88c-4d1a-bc63-9e55edc87077/agents/cc066c82-8d43-4bea-a164-ffa084c7f5ce (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07a46bb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,500 Server Error: Internal Server Error for url: /support/v1/mto-shipments/{mtoShipmentID}/status,50
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/afd8a3c1-607f-4e9c-9ef1-825f9cc4ab87/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af158b460>: Failed to establish a new connection: [Errno 110] Connection timed out'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/ceeb214a-6097-404e-8049-e6a3ec7d73f3/addresses/baf79a58-f39d-4547-8d13-d7daf9c99829 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07e75400>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/8c12767a-1345-4d9b-b1a2-8255ecb738a2/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05cf1640>: Failed to establish a new connection: [Errno 111] Connection refused'))",36
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/abb0c374-b9f3-41a3-961f-8d2a0eb416e9/agents/3d90295e-e45e-4897-8e4a-a350f69dc6d9 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0ec5760>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/d5a149b3-1e08-4a4d-ae5e-9eb7c0db9e3c/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07e411f0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",7
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/df498eee-dd8c-4ec2-a402-bbf2e74e841e (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07c01340>: Failed to establish a new connection: [Errno 111] Connection refused'))",12
GET,/prime/v1/move-task-orders,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b060ad1c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",419
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/fd83d4dd-6e22-46c1-8653-03edf462d211/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05b32850>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
